rating,title,text,helpful_vote,verified_purchase
5,Easy to connect via Bluetooth but does not connect wit intel Nuc,Easy to use but does not connect wiyh Intel Nuc at this time,0,True
5,Works on First Generation of Intel Macbook Pro's from 2006,"I just successfully installed this drive to replace the failed OEM hard drive from Hitachi.This ""kit"" doesn't come with anything that helps you configure it for a Mac laptop. The extra cables are all in reference to desktops where you can install this as a second drive and then transfer data to it. I had to buy an extra USB/Sata cable from Apricorn to make this work. This kit only comes with cloning software for Windows but the Apple OS X disk utility is capable of cloning already. In my case, it was irrelevant since the original hard drive was dead and couldn't be cloned anyway. There were no instructions for my particular situation. So what I ended up doing is using the Apple OS X disk utility together with the USB/SATA cable to reformat this drive. I had to use my friend's Mac to accomplish this since mine couldn't boot. When I first popped this SSD straight into my MBP right out of the box, it didn't recognize it but after I formatted it, it worked. The computer recognized it as a good Mac volume albeit empty. My older MBP still has the CD drive so I used the restoration CDs to reinstall the entire OS back to factory from that point. The laptop now boots really fast as advertised and the apps launch very quickly as well.",0,False
5,"HP Elite Desktop Computer, Intel Core i5 3.2 GHz, 8 GB RAM, 500 GB HDD, Keyboard & Mouse, Wi-",everthing I needed,0,True
5,Chic and Intelligent Bag.,Exceptional quality.. delivery was quick and the workmanship is excellent.. Leather is of great quality and the closures and buckles are sturdy and perfectly blended to match the colour of the bag..<br /><br />Got this as a gift for someone and they are really happy.  Worth the spend,2,True
5,Intel motherboard,"Just installed,but is working perfectly. Have no complaints on delivery or the motherboard so far.",0,True
5,"Lenovo 2020 ThinkPad 15.6"" Business Laptop, 32gb Intel 10th Gen Quad Core i5","I ordered 15 of these same laptops for technicians in our automotive shop. I re-ordered this laptop because the original 15 have had a ZERO failure rate in the last year unlike four other popular brand laptops that I won't name.  They all operate in the same harsh environment which is, like most auto shops, not very clean.  Three of the four other brands have had multiple failures which required returning to their respective manufacturers for repair, these other 4 also have the same spec's and cost ~$400 more than these Lenovo's.",1,True
5,Great x1.5-2.0 times perf improvement vs Intel Optane H10 SSD drive,"Unfortunately my 2021 Dell laptop can deliver only PCI-E 3.0 speeds. So I can't comment on PCI-E 4.0 speed. Running a few benchmarks (Default, Performance, Real-world) with this awesome drive - I can tell that this new (2022) Solidigm P44 Pro drive delivers quite a speed-up compared to (2019) Intel Optane H10 drive. Almost x2 times speed-up on all accounts. Most disk-bound tasks feel much faster. Five stars!",0,False
5,"Amazing Intel AX210 adapter, but works even better if you add external antenna to it.","This adapter works rock-solid. Fast download speeds, good Bluetooth 5.2 support.<br /><br />Built-in antennas are just Okay. I ran a speedtest with them, and it was fine, solid 500 Mbps.. However, when I attached another compatible external antennas, I got about +100 Mbps more on this adapter.<br /><br />Buy with confidence, great adapter, in and out, Intel Wi-Fi 6E AX210 160Mhz is almost the best you can get on Ryzen 5000 and all versions of Intel up until Gen 11th (you can find a faster dual-channel adapter for Gen 12th+, but that's another story).<br /><br />I would recommend buying a separate external antenna for it, however, since with an external antenna your performance is going to be +20% better than with the built-in antenna.",0,False
5,"Only for Intel 12+ gen. Won't work on old CNVio2, not necessarily a replacement for AX201","Let me recap that this card WORKS ONLY WITH 12th generation of Intel processors. The warning provided by the seller is accurate.<br /><br />Even if your board supports the slot. And you plug the card to slot on older (e.g. 11th generation motherboard). And the card would (almost) happily show up in device manager and be detected as PCI\VEN_8086&DEV_43F0&SUBSYS_00B48086&REV_11 !!! ... You can't use it. It'd tell you -- the drivers for this device are not installed. (Code 28)... despite the Intel drivers actually installed.<br /><br />If you try to manually force it to be recognized as ""Intel Wi-Fi 6E AX411 160MHz"", well, you can... But you end up with an error ""This device cannot start. (Code 10). Insufficient system resources exist to complete the API."". Period.<br /><br />This is actually described on Intel web-site that AX211 and AX411 do not support 10th and 11th generation processors with CNVio2 protocol. Most chipsets from 2021-2022 would support AX201, but not AX411.... For example, the NUC X15, i7-11800H's PCH supports AX201 but does not support AX211 and AX411, which ALSO USE CNVio2. The PCH of i7-12800H supports AX211 and AX411 and is backward compatible with AX201. Literally speaking, the CNVio2 protocol at this time has no clear description of product compatibility and becomes inaccurate. Unfortunately, Intel's product documentation is not very clear about this, and vendors will either ask questions or simply repeat that AX211 and AX411 support CNVio2.<br /><br />There's a statement in the product description by seller ""Suitable to replace AX201 or AX211"" ---> Well, it is not suitable to replace AX201. If your system supports AX201, it doesn't mean you can upgrade to AX411. So be mindful about it..... Intel 12th+ gen only!",11,False
5,Amazing Intel Wi-Fi 6 Series adapter. Best deal for the money.,"My internet gets busy on Saturday night, but on a speedtest - this adapter maxed out to 100% of available throughput, showing the same SpeedTest result as Router itself. It comes with Bluetooth and WiFi-6 features. Basically it's Intel® Wi-Fi 6 Series adapter, with intel branding on it. You do need to make sure that you install your own antennas for that. In my scenario I was installing it to HP Omen 30L desktop, which already had the Number 1 and Number 2 antennas labeled, so it was just an easy plug and play card swap. Great deal. I'm a happy camper.",0,False
5,Intel nerds may not like it....but I LOVE IT,"Powerful, overclocked this bad boy to 4.5ghz. Completely stable, excellent increase over my OC'd x4 620 athalon. FPS went from 18-25 in planetside 2 to 70 FPS. My friend has an ivy bridge i5 hitting 80 FPS for $230...LOL.You can't beat it for the price!",0,True
5,Genuine Intel,The company originally sent me the x520-DA and not the X540-T2 I had ordered. I returned it and waited for the new one to arrive. I was happy when the new one was the correct card and also genuine. I went to intel and grabbed the latest drivers. The ones from Win update are from 2016.  I have added them to a team and they are getting expected speeds. Would rate the card A+,1,True
5,Supports 4k 120hz on Surface Laptop (Intel) & Sony TV,"I managed to get 4k/120hz working with a Surface Laptop 5, Sony A90J TV, and Kensington Thunderbolt 4 dock. Proof is in the screenshot. It didn't work out of the box, so I needed to apply the following fixes:<br /><br />1) Firmware upgrade. The default firmware on the device does not support the latest Intel CPUs, such as the one used on the Surface Laptop. I needed to go to the Cablematters website and download a newer version of the firmware. Without the firmware upgrade, the resolution is locked to 1080p.<br />2) Sony TV Enhanced Signal Format. By default, the Sony TV will only connect at 4k 60hz. In the Sony TV settings, you need to select Channels & Inputs -> External Inputs -> HDMI Signal Format -> HDMI 3 -> Enhanced Format.",1,True
5,Works great with intel macs,"Using with dual external screens as part of a work from home setup. Works great with 2019 MacBook Pro, will not work dual screens with a 13in MacBook Pro M1 chip.",0,True
3,I look for Intel NICs now,"It works, but some features can cause huge amounts of latency. Go Intel instead.",0,True
1,Not Wintel compatable,This will not work with a Wintel mini computer.  I have no other experience with the device.,0,True
3,"We are perfectly intelligent people, but cannot figure out how to get ...","It sits on our closet shelf unused.  We are perfectly intelligent people, but cannot figure out how to get it to work for us.  We figure that one of these days we'll cross paths with someone who can help us get it up and working.  Our experiences repeatedly have been that the readout shows that it is scanning channel after channel, but it never stops and monitors any broadcast, so all we get out of it is silence.  We can't get it to return to the beginning either, so that we could try to operate it from a fresh start.",0,True
5,Works Great with Intel Compute Stick,Works Great - I'm using this on an Intel USB Compute Stick and I'm getting 180 Mbps down and 42 Mbps up on COX.  I get nothing even remotely close to those speeds on wireless at both 2.4 and 5ghz range.,0,True
5,Great for Intel Skull Canyon NUC,"I was a bit worried about temps in the SK NUC mini pc as the 950 Pro thermal throttles at 80C, but so far it's remained under 70C at load. The 960 Pro is on it's way in January, which will be a much better buy. The 960 Evo is basically as fast as the 950 Pro but with a lower write endurance, albeit still plenty for normal users. If you can afford to wait a couple months for the 960, do it, otherwise the 950 works great",0,True
1,Another Microsoft Intel ME Firmware Locked System,"This system's firmware is LOCKED into Windows 10 ONLY (i.e. Microsoft using Intel's ME Lock*). There is zero possibility** for loading another operating system, including Win7. Forget about loading Linux. These Windows ME locked systems are crap - They force the buyer to step up to the company trough, while Lenovo gets a low budget MS license and charges the customer a grand to eat MS pablum! YUCK! I sent this back when, after several failed alternative OS loads, I could get nothing but a blank ME firmware cursor. And Lenovo isn't the only vendor selling Microsoft-Win10 ME locked systems! Buyer be ware - Purchase an ***Unlocked*** ME system ONLY. But, if your happy with exchanging your freedom for letting someone take care of you, oh happy days. And then go to bed reading a nice horror story, like Microsoft's business model.<br /><br />NOT RECOMMENDED!<br /><br />*Intel's Management Engine (ME) is a buggy, easily hacked, small Linux-based kernel (used by colleges to teach computer engineering), which runs in the firmware - So the customer has an OS running underneath the customer's loaded OS. In this case. Microsoft has programed the ME to allow nothing other than its own Windows 10 OS to operate on top of the ME OS. Disabling the ME allows direct access to the systems firmware. Companies like Dell, HP, Lenovo, etc. sell this configuration in order to obtain the free or low-budget Microsoft Windows 10 OS.<br /><br />**Consumers are revolting and there will be a firmware ME lock defeat offered as a free download (sooner than later). In the meantime, investigate System76 (their Unlocked ME Laptop computers are not sold here), or go to directly to the Dell or HP website for a 'customized' unlocked ME (for additional $$), available for a limited number of systems.",2,True
5,Working great in Intel NUC i3,"A++, Lightning fast shipping, Working great in Intel NUC i3",0,True
5,I always go realtek or intel for network interfaces.,"Motherboard NIC randomly died after 6 years (in a very strange way that I'm very salty about). This fixed it without any fuss. Others have mentioned problems with cable not ""clicking"" in place. In my experience this is usually the cable, not the device. No problems here.",1,True
5,360W Back UPS Battery Backup Intelligent LCD Battery Backup and Surge Protector,360W Back UPS Battery Backup Intelligent LCD Battery Backup and Surge Protector,0,True
5,"Good ram, look hot on my Gigabyte Intel Z77","Good ram, get what you pay for.<br /><br />They look awesome as well, would definitely invest more into corsair.<br /><br />:D :D",0,True
1,"Acer High Performance 11.6inch HD Laptop, Intel Celeron Processor, 4GB RAM, 64GB Storage","They bunched this laptop in with a bunch of very different products. Based on the reviews, I bought this thinking I was getting a touch screen and an SSD. Mixing product reviews needs to stop.<br /><br />The ""refurbish"" was they put stickers on the surface to try to make it look not so beat up. But they only succeeded in making it look like an even cheaper product.",9,True
5,Durable and intelligent design,Love this for my kid as he loves it too.<br />All the ports are open and have a good diameter for plugging in charger and headphones. There is also two cutouts for finger swiping the screen...excellent.<br />It’s also a great material for washing as he always gets it dirty.,0,True
5,Crucial RAM 32GB Kit (2x16GB) DDR4 3200MHz Works Great in Intel NUC 11 PAHi5 Mini PC,I installed this Crucial memory in my new Intel NUC 11 i5 mini PC with no issues. The computer immediately recognized and started using the 32GB of RAM in dual channel mode at 3200MHz. I ran the Windows Memory Diagnostic app and it did not find any memory errors. I am using Windows 11.<br /><br />I have purchased Crucial memory for two other Intel NUC computers in the past and had no issues. I am pleased with Crucial brand memory.<br /><br />My only concern is the way the memory is packaged and delivered. It is packaged in a thin plastic clamshell enclosure and delivered in a padded Amazon envelope. It seems the memory could be damaged from rough handling.,2,True
5,Good Spare or Replacement Power Supply for my Intel NUC 8 i5 and i3 Computers,The PWR+ power supply for NUC computers works well with my Intel NUC 8 i5 and i3 (Tall) computers. It seems well designed and made. The power supply is a little bigger than the factory supplied one but not enough to matter. I like having an extra power supply available to easily move a NUC to another room or my office. The extra long cord is helpful if an outlet or surge protector is not close. The blue LED power indicator light is nice but a bit brighter in a dark room than needed. Seems like a quality power supply intended for NUCs rather than a generic.,1,True
5,Corsair Vengeance RAM Works Great in My Intel NUCs,"I bought 8GB of Corsair Vengeance RAM for my 8th Gen i3 NUC, and it installed easily and works great. 8GB of RAM seems to be plenty for average use. I have never needed more RAM with this setup in my use. I use the i3 NUC for a back up, portable and home theater computer.<br /><br />A few months later, I bought 16GB of Corsair Vengeance RAM for my 8th Gen i5 NUC, and it installed easily and works great too. 16GB of RAM seems to be more than enough for even above average use. I use the i5 NUC for a little photo and video editing and web design work, so I wanted a little faster processor and more RAM.<br /><br />In both builds, I have been very pleased with the Corsair Vengeance RAM. It installs easily and works reliably and was delivered quickly.",0,True
5,I really like the Intel NUC! No more bulky desktops for me.,"I am really enjoying and getting a lot of use out of my Intel NUC 8 i3 (Tall).  I installed Samsung 240GB SSD drive, 8GB of Corsair Vengeance RAM and Windows 10 Home. Assembly was very easy, straightforward and fast. The Intel 8th Gen i3 processor is plenty fast for my internet browsing, video and TV watching and using Microsoft Office at home. I am running two monitors and using a Logitech wireless keyboard and mouse. Intel has programs for NUCs on its website to download and keep the computer drivers and BIOS up to date. Very little fan noise. Runs cool in my configuration. I am planning to buy a NUC i5 for my use at the office and another for the house for photo and video editing. Great experience so far! No more big and bulky desktops for  me!<br /><br />Update: I bought one of the ""refurbished"" 8th Gen Intel i5 NUCs from OEM XS since my original purchase of the i3 NUC, and it came in factory packaging with all the parts, accessories and documentation (still sealed). The CPU looks new and was made almost a year ago. This time I added Samsung 250gb M.2 NVMe and 250gb 2.5"" SATA drives (Tall NUC) and 16gb of Corsair Vengeance RAM.  It is very fast.<br /><br />The i3 processor is still very capable for most people. I do a little photo and video editing and web design work, so I wanted a little more processing ability and speed with the i5 version. I am using the i3 NUC as a backup, portable and home theater computer now.",1,True
5,Has become the primary keyboard for our family PC (Intel ...,Has become the primary keyboard for our family PC (Intel NUC) station attached to the big screen.  Worked well with my Raspberry PI's too.,0,True
1,"Not so intelligent switching, poor remote functions","I bought this with the main intent to have multiple devices connected all the time, and to use the remote to change to the device I wanted. That process doesn't not work out well with this thing. It relies too heavily on the ""intelligent"" switching, which tries to detect which device is active. Since I have multiple devices that run in low powered mode, plus my daughter's Wii U that runs when she's using the gamepad's screen to play, I'm constantly getting up to re-plug devices to get this thing to detect what I want. At the very least, you'd hope the remote could override the ""intelligent"" detection, but it doesn't. The remote is basically useless. The remote is the main reason I wanted this. The ""intelligent"" detection overriders everything else. This thing is pretty sh*t as a result. Not happy at all. By the time I figured it all out, it was really too late to send back. Not worth buying if you want it for what it's intended for.",0,True
5,It is the latest and greatest from Intel,"This thing is a CHAMP.<br />I purchased this for my wife's budget build.<br />I have 0 complaints with this guy.<br />It is the latest and greatest from Intel. DDR4 support.<br />2 cores + hyperthreading.<br />Great price.<br />Stick with Intel, they are the kings of CPU's",1,True
1,Avoid all Intel NUC based computers.,"Avoid all Intel NUC based computers.  They have a known graphics sub-system defect that is not resolvable with any current Intel graphics drivers. The problem manifests as File Explorer and Taskbar icons blinking on and off, File Explorer windows flickering and rapidly switching to different folders and/or closing abruptly without any user input.  In brief, they are completely unusable. Google &#34;Intel NUC graphics problem&#34; for more information.",1,False
1,Avoid all Intel NUC based computers.,"Avoid all Intel NUC based computers.  They have a known graphics sub-system defect that is not resolvable with any current Intel graphics drivers. The problem manifests as File Explorer and Taskbar icons blinking on and off, File Explorer windows flickering and rapidly switching to different folders and/or closing abruptly without any user input.  In brief, they are completely unusable. Google &#34;Intel NUC graphics problem&#34; for more information.",1,False
1,Avoid all Intel NUC based computers.,"Avoid all Intel NUC based computers.  They have a known graphics sub-system defect that is not resolvable with any current Intel graphics drivers. The problem manifests as File Explorer and Taskbar icons blinking on and off, File Explorer windows flickering and rapidly switching to different folders and/or closing abruptly without any user input.  In brief, they are completely unusable. Google &#34;Intel NUC graphics problem&#34; for more information.",8,False
1,Avoid all Intel NUC based computers.,"Avoid all Intel NUC based computers.  They have a known graphics sub-system defect that is not resolvable with any current Intel graphics drivers. The problem manifests as File Explorer and Taskbar icons blinking on and off, File Explorer windows flickering and rapidly switching to different folders and/or closing abruptly without any user input.  In brief, they are completely unusable. Google &#34;Intel NUC graphics problem&#34; for more information.",2,False
5,"Yay Intel, booooooooo Realtek","This thing is about 2000000% better than the Realtek 8822BE that I pulled out of my Lenovo Legion Y530.  No hassle with drivers, Windows picked it up immediately.  I had a ton of issues with the Realtek adapter, specifically a very frequent loss of connection, even though I was sitting 10 feet away from the router.  The Intel chip is just phenomenal, and has doubled my wireless connection speed on my Y530 compared to what the Realtek chip could pull.",0,True
4,works fine with Intel stick,"Works fine with Intel stick, better if it was Bluetooth to dont used USB port.",0,True
5,Intel got it,"Great product!<br />Finally it made my Samsung TV smart! (Samsung CPU is garbage)<br />Play HD fine from my NAS<br />Fast wireless connection<br /><br />Its so good, that Im considering to use it as my Media server,<br />due to its very low power usage and good processing power & wireless connection speed.<br />I cant imagine how M3 & M5 will be",3,True
5,Works great with old Intel motherboard from 1999/2000,great combo with ancient Intel bi440zx mobo and windows 98SE. i paired this sd adapter with transcend 64GB SD class 10 card and I formatted and installed win98se on it. Boots from it too just like a HD without the noise and much quicker than old 8GB ide hd. I chose 64GB SD since the mobo bios only supported up to 65GB.<br /><br />Highly recommended for retro pc fun!,0,True
1,"Imitation hacks, not genuine Intel-brand: will die in 9 months","Buyer beware: these sub-$200 &#34;Intel&#34; NIC's on Amazon are imitation hacks, not genuine Intel-brand.  They *will* die in 9 months due to inferior quality.  It was like 9 months to the day for me, dead.<br /><br />I bought a genuine Intel-brand (not on Amazon), but it wouldn't work in my Dell Optiplex 980 PC.  It did work in a Dell R200 server though.  So, it may be a solution for PC' (for a limited time).",3,True
5,"Works well, and it's got an Intel chipset",A nice price for a network card with an Intel chipset,0,True
4,Intel Unit,"This is a way to make a office computer for a very reasonable amount of cash.<br />Unit comes in a cute music box. I bought this i5 for speed, added 16 MB memory, a SSD 80GB hard drive and bought a long electric cord (does not come with one?? only main defect). Great for desktop business computer, bought a VESA monitor 27 BEN Q, plug in back install WIN7, total cost for all less than $780 dollars. Nothing compares with that price in all solid state unit (no movable parts); Windows Experience Index all in the 7.4 range except the video (even when this is also fast).<br />GREAT BUY for a do it yourself.",4,True
5,"Realtek chip, not Intel","The MediaTek chip in this one might not be as standard (or stable) as the Intel chip, but it connects and works fine for pretty much everything. Installation is highly dependent on the manufacturer of the laptop, some MUCH easier than others.<br /><br />Pros:<br />+ easy install<br />+ add WiFi ax to any A or E key M.2 slot<br />+ 6 GHz<br />+ includes bluetooth!!<br /><br />Cons/improvements:<br />- MT7921K chip isn't as stable as Intel<br /><br />Either:<br />% includes small screwdriver (for some its nice, for others its just waste)",0,False
4,"Acer 15.6"" Full HD Touchscreen Premium Chromebook Intel Core i3-8130U 4GB DDR4 128GB","For my requirements this is a very good chromebook. I've only had this for a couple of weeks.  As with all Chrome OS computers, it starts up fast.  The display is vivid.  Both the touch screen and touch pad are very responsive and smooth.  You Tube videos, Duo and Zoom have all worked without a hitch.  It's thin, light weight and ready to go. The CON I have for this computer (and I knew this before I purchased) it has neither an ethernet nor an hdmi port.  I had to by two adapters, a usb c to hdmi and a usb to ethernet. I'm retired now and don't always need the power of my Windows 10 Laptop.",5,True
5,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB","I really like this ASUS laptop, runs rings around my 17"" HP I bought last year, screen had to be replaced after accident so spent $1000 in 2 weeks on it. Runs slow which is irritating so bought the ASUS and very glad I did. My grandson is an IT guy and says it's the best, and it is great quality for a lower end, I have touch screen fingerprint 8gb, really all I need. Didn't rate gaming as I only play Freecell from Microsoft which is fast. I see color and patterns and freckles I've never seen before on my favorite shows and movies. It is clear and beautiful, fast attractive laptop I know will last me a long time, at my age maybe forever. Arrived before schedule easy setup and easy to use. Tilted the screen is very viewable. Only thing better on the HP is they run the sound bar on top under the screen, never had to strain to hear the voice over blaring music they love to put in films. I love watching movies and this screen is smaller but the beveled edges make it larger too for viewing. Very pleased and highly recommend.*****",3,True
5,Excelete interfaz de hogar inteligente,Es un excelente asistente para el control e interacción con el hogar inteligente,0,True
5,Reloj inteligente. Divino,"Me encantó, lo compré para un regalo y terminé quedándome con él. Me permite ver la hora ,seguir un conteo de los pasos q he caminado en el día (lo cual me anima a ajercitarme), monitorea mi presión arterial, por mi work mi celular en muchas ocasiones no lo escucho y ahora con el reloj me avisa cada vez q llega una llamada.",0,True
4,I think they're nice. Defintely comfortable,"Keeping in mind this is by far the nicest pair of headphones I've ever owned, I think they're nice.  Defintely comfortable.  I'm not a huge fan of the plug for the cord since you have to push the cord into the headphones fairly hard or you'll only get sound out of one side. I can't say how durable the cord is since it has only been a week but they're decent for the $90 sale price.  I certainly wouldn't pay more for them than that.",0,True
5,Great option for Intel wireless AC,Everything necessary for the installation was included besides tools. Build quality is good for what you pay for and works like a charm.,0,True
5,intel core i5-3450,"my son upgraded his computer with this processor, and is very happy with how well that it works on his pc",0,True
5,"AMD, Intel's nemesis! IMO","What can I say? It's a CPU that doesn't break the bank and performs very well! I have thrown quite a few demanding processes at it and it has not skipped a beat! From high-end spreadsheets to high-end gaming it performs above its cost. If you are looking for a new or replacement CPU that can handle a load without breaking the bank, then you can't go wrong.",0,True
3,"Not bad, but could be better.  If you can afford intel, go that way for laptops","It ok, runs hotter than I;d like and its also kinda slow for being a quad core.  However, for the price its still a good deal.",0,True
4,Hace falta Más inteligencia,"Necesita más inteligencia más integración con otros dispositivos de casa, cuando uno le pide algo que no conoce ni responde con algo como decir eso no puedo realizarlo",0,True
5,Son la mejor forma de ser inteligente,Excelente producto y puedes usarlo en cualquier parte del mundo.,0,True
5,Love it. Great service and prices from Techno Intelligence,Had a First Generation I7 computer running Blue Iris software with 4 cameras.  This older computer constantly ran at 80-90% CPU utilization and was loud and hot.  Figured it was time for a replacement so I started browsing the XPS 8930 desktops with an 8th Gen I7 processor.  Ordered it and it arrived in 2 days - got it all set up fairly quickly and what a difference!  This 6 core beast runs my Blue Iris camera system at about 8-9% utilization.  Love it.  Great service and prices from Techno Intelligence.<br /><br />https://www.amazon.com/dp/B077JDVBR3/ref=cfb_at_prodpg,20,True
5,"Acer nitro 5, (515 55 53e5) 10th gen i5 Intel","Bought for my gaming laptop and installed easy and was not broken, not a computer guy so I just.match",0,True
5,Very good board for 12th gen intel CPUs.,works as advertised no complaints here,1,False
5,Intel i3/i5/i7 LGA115x CPU Heatsink and Fan E97379-003,Works great for mining rig,0,True
5,Intel Celeron G4930,Works great for a mining rig with a z390 motherboard,0,True
3,Intel Pentium Gold G5420,it's not bad but mine the PCI-e controller was messed up,0,True
5,Reloj Inteligente,"Es un reloj elegante, tiene muchas funciones, el sistema de altavoz para las llamadas es excelente.<br />Falla un poco en la identificación de los contactos.<br />Me gusta, lo recomiendo",0,True
5,For All WINTEL Folks: its time to free your mind of DLL's!,I recall writing a short review just as I was ordering this piece of incredible ART OF A MACHINE!  Steve REALLY KNOWS HOW TO TACKLE pc users and make believers OUT OF them!  I seriously started to hate my PC Machine and not use it anymore. I am forced to though since my satellite connection is cross wired with my MacMini.<br /><br />Tomorrow I am planning to take this little puppy to the office and work on it permanently!  Too bad my company can't log it on their network (thanks Wintel)<br /><br />Let me make it simple: if u have that little voice inside of u going (why are all the Mac ads and hoopla always cooler for Apple?) well its for real they are cooler!!<br /><br />  I have been using this little miracle for the past 3 months (I am a former Wintel Geek since 1987!)  I find myself very relaxed in not answering or worrying about DLL's and those nasty questions like:  Are you sure u want to remove this file which is shared with another....Blaaaa Blaaaa Blaaaa!<br /><br />Guys if u r considering iBooks or iMacs today...hold on one second and take a deep breath and buy 2 things:<br /><br />1. Mac Mini with everything including the internal modem and 512Mb ram<br /><br />2. Get this amazing book called Switching to the Mac (Tiger Edition)<br /><br />3. Your existing hardware all will work with this MacMini<br /><br />Give it a few months and u will be a more creative individual and focus on your material rather than the tool!  (even my Wife who is a Wintel fanatic is observing all the plusses of a Mac)<br /><br />After writing this I am actually going to place an order for one of those new Intel CORE DUO iMacs which just got released.  Cant wait!<br /><br />This is a must have Home Appliance!<br /><br />(notice I don't call it a computer or a PC or all that technical JAZZ!),4,False
4,Intelligent Battery Charger Includes All The Right Features At The Right Price,"The Ambient Weather BC-2000 is an intelligent charger for AA, AAA, C & D Cells (C & D adapter sold as part of a separate kit) that brings together the best features of legendary chargers like the [[ASIN:B003DIGKOG PowerEx MH-C9000 WizardOne Charger-Analyzer for 4 AA/AAA Batteries]] and [[ASIN:B004J6DLD4 La Crosse Technology BC1000 Alpha Power Battery Charger]] at a very friendly price-point.<br /><br />The BC-2000 seems to be the updated version (v 2.1) for the [[ASIN:B00FTDHUVA Opus Tester Analyzer Battery Charger, 12V, Black]] and the BM-200.<br /><br />My primary purpose for batteries are game controllers, wireless computer peripherals, remote controls, home phones, flashlights and kid toys. Due to longevity issues I did want to upgrade from my Sanyo Eneloop charger to an intelligent charger, but the $50+ price-point wasn't appealing. I managed to pick up the [[ASIN:B000RSOV50 La Crosse Technology BC-700 Alpha Power Battery Charger]] around $35 and have never looked back. The single largest savings have been with my home phones (24 AAA batteries) that, due to the daily phone base re-charging, had reduced battery life to 300 cycles instead of the rated 1500 cycles. I was able to successfully refresh them to near full capacity every six months and have been able to get about 1200+ cycles out of each battery.<br /><br />The Ambient Weather BC-2000 is a step or two above my BC-700. The first obvious (very cool) feature is the backlight. It is my single most desired feature as I generally setup my charger in a corner of the room and it requires fumbling with a flashlight to go through the recharging options.<br /><br />There are 5 Modes - 3 charging modes and 2 test modes:<br />* Charge mode - In this mode, the charger does a simple battery recharge<br />* Discharge mode - Battery is discharged to 0.9V and recharged<br />* Refresh mode - Battery is repeatedly discharged/recharged (3 cycles each) to refresh old batteries or batteries experiencing a memory effect<br />* Test mode - Battery is charged and completely discharged to test battery capacity<br />* Quick Test mode - Charger tests and provides the internal battery resistance<br /><br />To start charging, insert batteries, select the desired ""Mode"" and desired ""Current"" to start charging. You can use the ""Slot"" button to set independent current for each slot. When charging 4 batteries charging current options between 200 mA - 1000 mA (1400 mA when using 2 batteries) are available, in 200 mA increments. I use 600mA for AA and 400 mA for AAA - keeps the batteries and charger cool and recharges my batteries in an acceptable time-frame (3-6 hrs)<br /><br />The charger has overheating protection and will switch off if temperatures exceed the thresholds - they will however, restart once the temperatures of the battery and/or control board come down to acceptable levels.<br /><br />Highly Recommended - With backlighting, independent battery charging and multiple charging/test modes at a 31 dollar price-point it's a no-brainer!<br /><br />Pros:<br />* Best price in class<br />* Includes the best (if not all!) features of high-end chargers in this class<br />* Simple, intuitive controls with dedicated keys make this charger accessible to non-techy users<br />* Multiple, independent charging options give you maximum flexibility and control<br />* Charging current options between 200 mA - 1000 mA (1400 mA when using 2 batteries - Slots 1 & 4) available in 200 mA increments<br />* Discharge current options between 100 mA - 500 mA (700 mA when using 2 batteries - Slots 1 & 4) available in 100 mA increments<br />* Backlighting for ease of use<br />* Charger runs very cool<br />* Comprehensive manual provides detail explanations<br /><br />Cons:<br />* Terminals have become slightly loose with just 10 insertion/extractions - is not currently impacting charging",2,False
